employee_id,role,region,evaluation_date,revenue_usd,field_visits,customer_satisfaction,performance_score,target_achievement_pct,operational_cost_usd,evaluation_notes
EMP-1051,Gerente de Campo,West,2024-12-19,201020.06,8,4.87,75.12,72.92,181030.98,Superó las expectativas trimestrales de ventas y servicio.
EMP-1052,Gerente de Campo,South,2024-07-03,107699.47,39,3.84,65.8,56.69,28965.17,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1053,Gerente de Campo,South,2023-03-01,323512.05,45,4.41,84.69,101.45,84440.68,Superó las expectativas trimestrales de ventas y servicio.
EMP-1054,Gerente de Ventas,North,2023-01-13,110348.96,32,2.79,83.27,54.4,169859.1,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1055,Gerente de Ventas,South,2024-01-16,541049.73,15,3.74,73.17,91.38,207401.65,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1056,Gerente de Ventas,East,2024-06-20,574843.47,60,3.17,93.68,111.71,17045.5,Superó las expectativas trimestrales de ventas y servicio.
EMP-1057,Gerente de Ventas,South,2024-01-12,234064.76,41,4.07,78.85,90.86,23305.39,Requiere mejoras en la coordinación de campo.
EMP-1058,Gerente de Ventas,North,2023-01-13,228581.26,11,4.74,85.62,59.23,187787.19,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1059,Gerente de Ventas,West,2023-08-18,82187.07,28,3.46,65.7,124.49,215796.45,Requiere mejoras en la coordinación de campo.
EMP-1060,Gerente de Campo,South,2023-08-17,223784.23,51,3.3,91.39,95.72,38656.22,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1061,Gerente de Ventas,Central,2024-04-12,717855.59,9,4.69,92.91,111.88,84567.47,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1062,Gerente de Ventas,West,2023-07-20,308243.55,23,3.91,71.55,99.82,121342.41,Requiere mejoras en la coordinación de campo.
EMP-1063,Gerente de Ventas,East,2023-01-02,155396.46,31,2.56,80.58,100.88,176430.59,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1064,Gerente de Campo,South,2024-12-29,644304.19,51,3.27,67.8,128.65,110755.8,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1065,Gerente de Campo,Central,2023-04-08,115118.65,19,4.74,79.75,106.07,99398.07,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1066,Gerente de Ventas,East,2023-09-25,496050.98,30,2.69,81.58,84.8,241412.39,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1067,Gerente de Campo,South,2023-05-20,698229.37,30,4.25,87.94,75.44,75269.41,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1068,Gerente de Ventas,West,2023-11-12,158787.39,15,3.62,71.93,59.66,95988.99,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1069,Gerente de Campo,North,2023-08-09,235505.55,12,2.73,90.69,74.34,179129.15,Requiere mejoras en la coordinación de campo.
EMP-1070,Gerente de Campo,South,2023-02-01,153826.66,50,3.12,73.52,91.08,172524.01,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1071,Gerente de Campo,North,2023-01-13,648220.91,40,4.37,69.49,86.96,202935.22,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1072,Gerente de Ventas,Central,2024-08-23,631260.63,19,2.83,91.3,79.78,161271.41,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1073,Gerente de Campo,North,2023-12-06,692200.01,9,2.55,62.45,122.2,116423.52,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1074,Gerente de Ventas,North,2024-01-27,79887.42,34,2.63,95.12,84.65,183863.4,Superó las expectativas trimestrales de ventas y servicio.
EMP-1075,Gerente de Campo,Central,2024-09-23,170965.05,18,4.77,70.45,85.68,45671.54,Requiere mejoras en la coordinación de campo.
EMP-1076,Gerente de Ventas,West,2023-07-24,503094.88,36,3.53,80.93,54.88,77146.24,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1077,Gerente de Ventas,Central,2024-05-11,491528.07,56,3.86,60.74,80.6,181208.96,Superó las expectativas trimestrales de ventas y servicio.
EMP-1078,Gerente de Campo,East,2023-03-01,688873.91,37,3.3,70.28,52.09,153307.92,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1079,Gerente de Campo,East,2024-06-30,420602.6,54,3.96,68.84,62.77,69485.69,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1080,Gerente de Ventas,South,2023-08-31,584834.81,19,3.94,97.34,81.07,234449.45,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1081,Gerente de Campo,Central,2023-05-26,614347.16,49,3.4,82.48,106.28,94403.72,Requiere mejoras en la coordinación de campo.
EMP-1082,Gerente de Ventas,North,2023-08-27,635687.79,56,4.7,78.7,74.72,127704.74,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1083,Gerente de Ventas,East,2023-03-02,63949.59,35,2.5,94.88,66.12,41317.49,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1084,Gerente de Ventas,East,2024-12-22,153398.41,50,4.79,89.43,117.72,216560.67,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1085,Gerente de Campo,East,2023-06-28,460211.66,26,3.25,65.19,62.6,237686.45,Superó las expectativas trimestrales de ventas y servicio.
EMP-1086,Gerente de Campo,North,2024-12-19,206266.05,42,4.54,74.38,108.72,80684.14,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1087,Gerente de Campo,South,2024-10-16,645529.88,54,4.91,61.23,98.19,231049.17,Requiere mejoras en la coordinación de campo.
EMP-1088,Gerente de Ventas,East,2024-04-02,705681.46,14,3.33,62.96,77.74,86684.48,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1089,Gerente de Ventas,West,2024-03-24,235648.71,20,4.23,73.32,112.96,182899.26,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1090,Gerente de Campo,Central,2024-10-28,728371.28,31,3.73,74.39,93.68,34342.85,Superó las expectativas trimestrales de ventas y servicio.
EMP-1091,Gerente de Ventas,North,2023-12-17,163859.56,9,4.5,61.27,51.61,72670.65,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1092,Gerente de Ventas,Central,2024-05-09,671551.89,15,4.33,80.79,121.85,32345.12,Requiere mejoras en la coordinación de campo.
EMP-1093,Gerente de Ventas,South,2024-02-24,351926.33,46,2.91,93.81,62.57,34301.87,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1094,Gerente de Campo,North,2024-01-05,512418.52,24,3.09,61.89,95.74,211565.08,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1095,Gerente de Ventas,South,2024-10-15,349324.17,23,4.56,83.75,88.43,33276.86,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1096,Gerente de Campo,North,2024-10-19,733940.39,35,4.61,71.72,81.8,127383.23,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1097,Gerente de Campo,East,2024-07-31,179416.85,29,3.42,76.94,71.06,121613.91,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1098,Gerente de Ventas,South,2024-07-20,155791.47,49,4.17,63.26,77.5,139947.76,Requiere mejoras en la coordinación de campo.
EMP-1099,Gerente de Ventas,South,2024-05-02,638558.02,57,3.81,96.69,104.97,234726.74,Requiere mejoras en la coordinación de campo.
EMP-1100,Gerente de Campo,South,2023-05-04,105268.53,59,4.29,79.08,122.04,202108.08,Requiere mejoras en la coordinación de campo.
EMP-1101,Gerente de Campo,South,2024-10-04,171015.28,15,4.93,90.72,60.09,111609.98,Superó las expectativas trimestrales de ventas y servicio.
EMP-1102,Gerente de Ventas,West,2024-07-19,633875.68,21,3.3,87.63,114.59,30886.59,Requiere mejoras en la coordinación de campo.
EMP-1103,Gerente de Campo,West,2023-04-26,649636.93,38,3.65,93.19,112.92,159533.9,Requiere mejoras en la coordinación de campo.
EMP-1104,Gerente de Campo,North,2023-10-20,154749.62,41,3.97,88.82,125.17,231982.76,Requiere mejoras en la coordinación de campo.
EMP-1105,Gerente de Campo,West,2023-05-28,664525.49,21,3.46,78.45,98.72,18991.76,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1106,Gerente de Campo,North,2023-12-12,77147.77,26,4.23,61.87,88.02,74460.25,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1107,Gerente de Campo,East,2024-03-29,267664.51,58,3.73,86.45,57.86,218536.01,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1108,Gerente de Campo,West,2024-06-12,238593.99,31,4.01,63.39,85.34,229223.87,Superó las expectativas trimestrales de ventas y servicio.
EMP-1109,Gerente de Campo,Central,2023-01-30,624712.17,37,4.48,62.49,106.77,106812.43,Requiere mejoras en la coordinación de campo.
EMP-1110,Gerente de Ventas,South,2023-10-08,184934.41,58,3.0,62.19,52.65,22134.23,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1111,Gerente de Campo,Central,2024-04-01,626454.4,37,3.49,95.08,104.49,68065.14,Superó las expectativas trimestrales de ventas y servicio.
EMP-1112,Gerente de Ventas,East,2023-01-29,722364.26,35,3.97,73.29,63.08,224678.06,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1113,Gerente de Campo,East,2024-10-29,84755.73,59,3.93,96.67,118.57,165371.17,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1114,Gerente de Campo,Central,2023-01-09,409296.86,60,4.45,89.17,50.71,228763.71,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1115,Gerente de Ventas,East,2024-04-15,226673.31,56,4.86,87.08,106.75,76090.85,Superó las expectativas trimestrales de ventas y servicio.
EMP-1116,Gerente de Campo,East,2024-07-28,202746.34,24,4.19,91.32,81.77,34554.9,Requiere mejoras en la coordinación de campo.
EMP-1117,Gerente de Campo,East,2024-11-02,258933.15,11,3.7,72.78,72.12,88032.9,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1118,Gerente de Campo,West,2024-11-07,181852.06,38,4.41,94.19,114.43,202567.3,Requiere mejoras en la coordinación de campo.
EMP-1119,Gerente de Campo,West,2023-02-06,526529.03,51,2.56,78.9,73.65,227658.78,Superó las expectativas trimestrales de ventas y servicio.
EMP-1120,Gerente de Ventas,Central,2023-11-04,290216.93,50,3.06,80.32,112.79,227566.36,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1121,Gerente de Ventas,South,2024-11-27,638447.09,40,2.95,63.71,60.24,72076.44,Requiere mejoras en la coordinación de campo.
EMP-1122,Gerente de Campo,East,2023-09-24,508104.25,19,3.39,88.28,74.57,199141.7,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1123,Gerente de Campo,West,2023-07-19,374632.44,12,3.68,92.92,96.69,236632.24,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1124,Gerente de Ventas,East,2024-02-24,657248.43,29,3.82,75.7,119.67,46186.83,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1125,Gerente de Campo,East,2024-10-11,150256.91,60,4.29,89.6,89.01,161447.87,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1126,Gerente de Ventas,South,2024-09-21,53299.45,22,3.02,89.39,96.1,48024.43,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1127,Gerente de Campo,North,2023-11-26,493441.28,30,3.57,78.14,50.37,138107.82,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1128,Gerente de Ventas,North,2024-01-28,62541.29,5,4.07,69.46,105.48,92643.95,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1129,Gerente de Campo,East,2024-03-20,166914.13,57,2.61,96.04,86.47,134869.22,Requiere mejoras en la coordinación de campo.
EMP-1130,Gerente de Ventas,North,2023-08-22,289912.99,36,3.4,67.16,125.85,230369.3,Superó las expectativas trimestrales de ventas y servicio.
EMP-1131,Gerente de Ventas,West,2024-10-17,559018.18,13,3.03,60.83,90.37,39558.88,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1132,Gerente de Campo,North,2024-12-07,589874.76,44,2.62,97.8,102.96,166856.23,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1133,Gerente de Ventas,East,2024-03-06,341742.9,29,2.81,69.6,106.15,59318.78,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1134,Gerente de Ventas,Central,2023-05-01,513738.08,22,4.06,86.63,83.51,225669.26,Requiere mejoras en la coordinación de campo.
EMP-1135,Gerente de Campo,East,2024-12-21,129808.79,11,3.74,83.14,112.24,209559.72,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1136,Gerente de Campo,North,2023-01-14,256745.84,7,3.87,94.59,105.06,125359.35,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1137,Gerente de Ventas,North,2023-09-20,684816.03,58,3.94,78.78,125.96,197086.29,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1138,Gerente de Ventas,East,2024-11-24,369725.86,23,3.16,61.9,115.05,219793.71,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1139,Gerente de Campo,East,2024-01-02,348196.64,12,2.74,88.81,53.67,214479.69,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1140,Gerente de Campo,West,2024-04-12,718562.41,22,4.7,63.53,115.2,53888.66,Superó las expectativas trimestrales de ventas y servicio.
EMP-1141,Gerente de Campo,South,2024-12-13,634995.84,49,4.63,90.4,101.91,201258.29,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1142,Gerente de Ventas,South,2024-09-17,737098.42,59,2.9,75.81,97.26,202543.55,Superó las expectativas trimestrales de ventas y servicio.
EMP-1143,Gerente de Campo,West,2024-05-14,595415.01,44,2.57,86.01,117.08,243626.7,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1144,Gerente de Ventas,Central,2024-08-01,671315.75,33,2.61,69.94,75.14,179096.36,Requiere mejoras en la coordinación de campo.
EMP-1145,Gerente de Ventas,South,2024-05-08,734526.89,47,4.68,79.73,105.06,158377.36,Superó las expectativas trimestrales de ventas y servicio.
EMP-1146,Gerente de Campo,North,2024-10-20,514597.45,46,3.46,91.88,94.67,247069.99,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1147,Gerente de Ventas,East,2023-10-12,403897.3,35,4.63,93.04,55.99,127995.51,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1148,Gerente de Ventas,West,2023-04-01,404850.53,40,4.11,75.32,68.8,120182.7,Requiere mejoras en la coordinación de campo.
EMP-1149,Gerente de Campo,Central,2024-07-16,362947.68,12,4.95,88.32,51.42,106825.52,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1150,Gerente de Ventas,West,2023-12-16,628136.13,55,4.01,83.52,74.37,132001.06,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1151,Gerente de Campo,East,2024-04-08,627717.69,57,3.06,77.27,94.81,158741.91,Superó las expectativas trimestrales de ventas y servicio.
EMP-1152,Gerente de Ventas,Central,2024-06-18,118205.92,47,3.05,72.97,116.39,241464.08,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1153,Gerente de Campo,North,2023-09-18,541467.24,7,4.74,78.71,115.75,188202.61,Superó las expectativas trimestrales de ventas y servicio.
EMP-1154,Gerente de Ventas,West,2023-02-17,181280.38,59,3.48,77.37,112.51,182029.1,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1155,Gerente de Ventas,Central,2023-02-19,590501.62,33,3.64,82.39,90.34,241325.14,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1156,Gerente de Campo,South,2023-04-17,637171.28,35,4.81,89.68,122.81,176036.25,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1157,Gerente de Campo,East,2024-02-12,510265.27,43,4.71,79.16,80.77,245080.18,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1158,Gerente de Campo,East,2024-12-19,729344.15,33,4.51,65.25,98.2,222744.85,Requiere mejoras en la coordinación de campo.
EMP-1159,Gerente de Campo,South,2024-12-28,548312.05,40,4.08,67.63,99.93,79739.08,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1160,Gerente de Ventas,Central,2024-11-14,402725.41,49,4.09,86.99,110.86,144947.25,Requiere mejoras en la coordinación de campo.
EMP-1161,Gerente de Campo,North,2024-01-26,521970.44,58,3.83,93.34,83.79,13064.92,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1162,Gerente de Ventas,South,2023-03-05,87145.5,8,3.0,88.51,62.87,78787.73,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1163,Gerente de Campo,South,2024-10-24,192800.63,39,2.58,90.93,58.2,218328.49,Requiere mejoras en la coordinación de campo.
EMP-1164,Gerente de Campo,West,2024-03-02,216316.83,55,4.49,86.45,105.43,21275.17,Superó las expectativas trimestrales de ventas y servicio.
EMP-1165,Gerente de Campo,South,2024-10-10,726083.25,8,2.53,69.55,99.64,197421.97,Superó las expectativas trimestrales de ventas y servicio.
EMP-1166,Gerente de Campo,South,2024-11-30,578575.39,39,4.35,67.47,107.99,56439.45,Superó las expectativas trimestrales de ventas y servicio.
EMP-1167,Gerente de Ventas,South,2023-06-14,180883.61,16,4.34,64.54,53.25,76986.94,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1168,Gerente de Campo,Central,2024-11-08,53951.6,34,4.27,65.88,62.3,87431.21,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1169,Gerente de Campo,Central,2023-03-11,393385.66,41,3.88,62.77,106.61,136094.82,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1170,Gerente de Ventas,East,2023-10-28,341151.87,39,3.51,73.28,120.67,169200.27,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1171,Gerente de Ventas,North,2024-11-15,715215.79,44,3.83,97.87,115.9,245471.97,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1172,Gerente de Campo,West,2023-04-27,361967.07,46,4.03,83.6,126.71,173812.33,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1173,Gerente de Campo,West,2024-05-13,229613.39,51,3.21,94.63,115.77,99989.93,Requiere mejoras en la coordinación de campo.
EMP-1174,Gerente de Ventas,Central,2023-01-08,257503.78,46,2.98,79.53,125.86,50174.75,Requiere mejoras en la coordinación de campo.
EMP-1175,Gerente de Ventas,West,2024-10-24,197547.03,45,4.43,92.87,83.94,34942.43,Requiere mejoras en la coordinación de campo.
EMP-1176,Gerente de Ventas,East,2024-07-25,572823.58,14,2.56,87.24,53.03,27579.53,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1177,Gerente de Ventas,North,2024-02-03,452473.61,19,4.78,75.49,86.09,107067.52,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1178,Gerente de Ventas,East,2024-05-29,424384.06,46,4.3,62.4,109.68,20924.04,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1179,Gerente de Ventas,North,2024-04-30,252885.62,48,3.25,63.29,111.22,115042.28,Superó las expectativas trimestrales de ventas y servicio.
EMP-1180,Gerente de Ventas,East,2024-11-24,423427.43,13,4.37,90.28,117.96,80794.83,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1181,Gerente de Campo,West,2024-07-04,720174.15,5,3.88,81.09,59.86,11207.16,Requiere mejoras en la coordinación de campo.
EMP-1182,Gerente de Ventas,South,2023-06-14,263283.81,52,4.35,87.59,66.94,227350.73,Requiere mejoras en la coordinación de campo.
EMP-1183,Gerente de Ventas,Central,2024-04-17,204551.58,58,3.13,64.36,103.68,146150.23,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1184,Gerente de Ventas,South,2024-11-18,253456.87,9,3.13,67.5,96.45,238369.58,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1185,Gerente de Ventas,Central,2023-06-06,120031.54,44,2.67,67.35,88.87,88803.06,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1186,Gerente de Campo,East,2024-01-04,615389.84,32,2.92,71.9,112.85,180927.79,Superó las expectativas trimestrales de ventas y servicio.
EMP-1187,Gerente de Ventas,North,2023-06-29,525706.13,26,4.69,77.59,78.7,83313.23,Requiere mejoras en la coordinación de campo.
EMP-1188,Gerente de Ventas,North,2023-01-20,639255.1,59,4.57,93.87,65.71,186050.71,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1189,Gerente de Ventas,Central,2024-04-28,618849.68,42,3.51,82.42,122.5,142382.56,Requiere mejoras en la coordinación de campo.
